0.290000  29.0182045625  1.775200
0.320000  -3.55551497826  0.114788
0.350000  -13.7501456858  0.122218
0.380000  -15.3662991566  0.110147
0.410000  -13.6171010582  0.092619
0.440000  -11.6867183859  0.090113
0.470000  -10.2867526594  0.087954
0.500000  -9.01773839551  0.081945
0.530000  -8.19945977422  0.082389
0.560000  -7.89369458172  0.084040
0.590000  -7.5591631706  0.078097
0.620000  -7.12098978942  0.083150
0.650000  -6.49973549864  0.076154
0.680000  -5.72292371928  0.087358
0.710000  -5.20078665715  0.083593
0.740000  -4.60849764484  0.084416
0.770000  -4.25619498941  0.081365
0.800000  -3.87459629138  0.072833
0.830000  -3.29715646785  0.081852
0.860000  -2.84727490315  0.076801
0.890000  -2.41390728901  0.081917
0.920000  -1.85447281803  0.073065
0.950000  -1.35054246972  0.093364
0.980000  -1.21532518518  0.084580
1.010000  -0.856063769572  0.082158
1.040000  -0.682235394506  0.086060
1.070000  -0.635542597953  0.071314
1.100000  -0.489350699064  0.087099
1.130000  -0.358376560918  0.078827
1.160000  -0.292910646468  0.068918
1.190000  -0.326298322745  0.086425
1.220000  -0.151400376236  0.076020
1.250000  -0.0580007086242  0.068730
1.280000  0.0341238127536  0.078295
1.310000  0.152176371274  0.078732
1.340000  0.00578410229213  0.073668
1.370000  0.028753894618  0.071325
1.400000  0.0685411051613  0.072110
1.430000  0.233514197806  0.074422
1.460000  0.169456315947  0.075271
1.490000  0.0325997967953  0.075101
1.520000  0.0681856344066  0.079483
1.550000  -0.035780102543  0.083868
1.580000  0.0426841069687  0.075706
1.610000  -0.0945614214945  0.082364
1.640000  -0.0880622672248  0.081760
1.670000  0.0831373780767  0.077114
1.700000  0.0520709675985  0.084951
