0.290000  34.7480615625  2.494339
0.320000  13.1193420217  0.353548
0.350000  4.45567231415  0.296405
0.380000  1.0191168434  0.274683
0.410000  -0.483635058235  0.248769
0.440000  -1.19847838595  0.255201
0.470000  -2.59521465941  0.247584
0.500000  -3.95335639551  0.234821
0.530000  -4.58453277422  0.219815
0.560000  -4.69479258172  0.214598
0.590000  -4.4132631706  0.201949
0.620000  -4.15699578942  0.200235
0.650000  -3.77547349864  0.199705
0.680000  -3.10830771928  0.202288
0.710000  -2.47786465715  0.196986
0.740000  -1.73623164484  0.187560
0.770000  -1.19914798941  0.190167
0.800000  -0.564829291376  0.174673
0.830000  -0.31636546785  0.161066
0.860000  -0.004738903152  0.159448
0.890000  0.00044071098881  0.145505
0.920000  0.00201218196844  0.154464
0.950000  -0.0754994697229  0.138432
0.980000  -0.425623185183  0.130165
1.010000  -0.429124769572  0.128680
1.040000  -0.491186394506  0.135184
1.070000  -0.456468597953  0.136745
1.100000  -0.434573699064  0.138158
1.130000  -0.461198560918  0.121468
1.160000  -0.386482646468  0.125676
1.190000  -0.309852322745  0.123908
1.220000  -0.209535376236  0.126164
1.250000  -0.159391708624  0.115809
1.280000  -0.160607187246  0.111086
1.310000  -0.159662628726  0.116942
1.340000  -0.209040897708  0.111495
1.370000  -0.184157105382  0.119618
1.400000  -0.199530894839  0.113308
1.430000  -0.238779802194  0.123681
1.460000  -0.0555046840531  0.124925
1.490000  -0.126268203205  0.116506
1.520000  -0.0999213655934  0.116508
1.550000  0.00417489745697  0.123167
1.580000  -0.0241718930313  0.111024
1.610000  -0.0255684214945  0.128143
1.640000  -0.0194332672248  0.125632
1.670000  0.144317378077  0.112196
1.700000  0.0482579675985  0.121728
